WEEK,COUNTRY,EVENT_TYPE,FATALITIES,POPULATION_EXPOSURE,country_name,year,representation_est,free_express_est,civil_lib_est,rule_law_est
6-Feb-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
13-Feb-21,Belgium,Protests,0,74911.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
20-Feb-21,Belgium,Protests,0,195635.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
27-Feb-21,Belgium,Protests,0,72671.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
6-Mar-21,Belgium,Protests,0,95186.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
13-Mar-21,Belgium,Protests,0,56755.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
20-Mar-21,Belgium,Protests,0,101135.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
27-Mar-21,Belgium,Protests,0,141564.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
3-Apr-21,Belgium,Protests,0,36255.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
10-Apr-21,Belgium,Protests,0,56755.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
17-Apr-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
24-Apr-21,Belgium,Protests,0,23299.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
1-May-21,Belgium,Protests,0,62791.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
8-May-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
15-May-21,Belgium,Protests,0,124307.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
22-May-21,Belgium,Protests,0,85985.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
29-May-21,Belgium,Protests,0,71578.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
5-Jun-21,Belgium,Protests,0,85097.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
12-Jun-21,Belgium,Protests,0,71794.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
19-Jun-21,Belgium,Protests,0,74238.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
26-Jun-21,Belgium,Protests,0,40103.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
3-Jul-21,Belgium,Protests,0,11552.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
10-Jul-21,Belgium,Protests,0,45008.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
17-Jul-21,Belgium,Protests,0,23299.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
24-Jul-21,Belgium,Protests,0,11552.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
31-Jul-21,Belgium,Protests,0,14823.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
14-Aug-21,Belgium,Protests,0,64719.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
21-Aug-21,Belgium,Protests,0,11552.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
28-Aug-21,Belgium,Protests,0,101030.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
4-Sep-21,Belgium,Protests,0,76466.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
11-Sep-21,Belgium,Protests,0,23299.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
18-Sep-21,Belgium,Protests,0,45203.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
25-Sep-21,Belgium,Protests,0,54941.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
2-Oct-21,Belgium,Protests,0,71578.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
9-Oct-21,Belgium,Protests,0,26570.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
16-Oct-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
23-Oct-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
30-Oct-21,Belgium,Protests,0,26375.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
6-Nov-21,Belgium,Protests,0,100129.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
13-Nov-21,Belgium,Protests,0,69764.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
20-Nov-21,Belgium,Protests,0,23299.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
27-Nov-21,Belgium,Protests,0,38122.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
4-Dec-21,Belgium,Protests,0,71578.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
11-Dec-21,Belgium,Protests,0,98175.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
18-Dec-21,Belgium,Protests,0,23299.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
25-Dec-21,Belgium,Protests,0,11552.0,Belgium,2021,0.8745080605894363,0.7951588094869979,0.8376530889757088,0.784271984428946
1-Jan-22,Belgium,Protests,0,33584.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
8-Jan-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
15-Jan-22,Belgium,Protests,0,48152.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
22-Jan-22,Belgium,Protests,0,66928.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
29-Jan-22,Belgium,Protests,0,71434.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
5-Feb-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
12-Feb-22,Belgium,Protests,0,44245.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
19-Feb-22,Belgium,Protests,0,28555.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
26-Feb-22,Belgium,Protests,0,38268.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
5-Mar-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
12-Mar-22,Belgium,Protests,0,45180.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
19-Mar-22,Belgium,Protests,0,108106.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
26-Mar-22,Belgium,Protests,0,86676.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
2-Apr-22,Belgium,Protests,0,30392.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
9-Apr-22,Belgium,Protests,0,26476.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
16-Apr-22,Belgium,Protests,0,48152.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
23-Apr-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
30-Apr-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
7-May-22,Belgium,Protests,0,43555.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
14-May-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
21-May-22,Belgium,Protests,0,71434.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
28-May-22,Belgium,Protests,0,120260.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
4-Jun-22,Belgium,Protests,0,59642.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
11-Jun-22,Belgium,Protests,0,70031.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
18-Jun-22,Belgium,Protests,0,55227.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
25-Jun-22,Belgium,Protests,0,117990.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
2-Jul-22,Belgium,Protests,0,36556.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
9-Jul-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
16-Jul-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
23-Jul-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
6-Aug-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
13-Aug-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
20-Aug-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
3-Sep-22,Belgium,Protests,0,70031.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
10-Sep-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
17-Sep-22,Belgium,Protests,0,40256.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
24-Sep-22,Belgium,Protests,0,26476.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
1-Oct-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
8-Oct-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
15-Oct-22,Belgium,Protests,0,111371.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
22-Oct-22,Belgium,Protests,0,45180.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
29-Oct-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
5-Nov-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
12-Nov-22,Belgium,Protests,0,23388.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
19-Nov-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
26-Nov-22,Belgium,Protests,0,105018.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
3-Dec-22,Belgium,Protests,0,26476.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
10-Dec-22,Belgium,Protests,0,99286.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
17-Dec-22,Belgium,Protests,0,11596.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
24-Dec-22,Belgium,Protests,0,43359.0,Belgium,2022,0.8623369653864309,0.8135316357113123,0.8904100044942985,0.7836155190294485
7-Jan-23,Belgium,Protests,0,38366.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
14-Jan-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
21-Jan-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
28-Jan-23,Belgium,Protests,0,59797.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
4-Feb-23,Belgium,Protests,0,84780.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
11-Feb-23,Belgium,Protests,0,11822.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
18-Feb-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
25-Feb-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
4-Mar-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
11-Mar-23,Belgium,Protests,0,59205.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
18-Mar-23,Belgium,Protests,0,40360.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
25-Mar-23,Belgium,Protests,0,72206.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
1-Apr-23,Belgium,Protests,0,17618.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
8-Apr-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
15-Apr-23,Belgium,Protests,0,60580.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
22-Apr-23,Belgium,Protests,0,65135.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
29-Apr-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
6-May-23,Belgium,Protests,0,26544.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
13-May-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
20-May-23,Belgium,Protests,0,147823.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
27-May-23,Belgium,Protests,0,56053.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
3-Jun-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
10-Jun-23,Belgium,Protests,0,43472.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
17-Jun-23,Belgium,Protests,0,59797.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
24-Jun-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
1-Jul-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
8-Jul-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
15-Jul-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
22-Jul-23,Belgium,Protests,0,45297.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
5-Aug-23,Belgium,Protests,0,11822.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
12-Aug-23,Belgium,Protests,0,13161.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
19-Aug-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
26-Aug-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
2-Sep-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
9-Sep-23,Belgium,Protests,0,56909.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
16-Sep-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
23-Sep-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
30-Sep-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
7-Oct-23,Belgium,Protests,0,31225.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
14-Oct-23,Belgium,Protests,0,59797.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
21-Oct-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
11-Nov-23,Belgium,Protests,0,59797.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
18-Nov-23,Belgium,Protests,0,74911.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
25-Nov-23,Belgium,Protests,0,11822.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
2-Dec-23,Belgium,Protests,0,70125.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
9-Dec-23,Belgium,Protests,0,128224.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
16-Dec-23,Belgium,Protests,0,91643.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
23-Dec-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
30-Dec-23,Belgium,Protests,0,11626.0,Belgium,2023,0.8525852934851884,0.8135316357113123,0.8899833714430697,0.7791547791602728
18-Jan-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
25-Jan-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
8-Feb-20,Belgium,Protests,0,16831.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
7-Mar-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
18-Apr-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
23-May-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
11-Jul-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
5-Sep-20,Belgium,Protests,0,11508.0,Belgium,2020,0.8696360661988539,0.8118333912438307,0.8471652863428142,0.778576024643079
